Gene_Symbol
C3orf84
C4orf19
C4orf22
C4orf3
C4orf45
C4orf47
C4orf48
C5orf17
C5orf30
C5orf38
C5orf42
C5orf49
C5orf51
C5orf56
C5orf60
C5orf64
C5orf66
C6orf10
C6orf106
C6orf183
C6orf201
C6orf203
C6orf222
C6orf223
C6orf226
C6orf229
C6orf48
C6orf50
C6orf99
C7orf26
C7orf31
C7orf43
C7orf49
C7orf50
C7orf61
C7orf65
C7orf66
C7orf69
C7orf71
C7orf77
C8orf31
C8orf37
C8orf46
C8orf49
C8orf59
C8orf86
C8orf87
C9orf106
C9orf116
C9orf118
C9orf129
C9orf131
C9orf135
C9orf139
C9orf16
C9orf170
C9orf24
C9orf3
C9orf47
C9orf62
C9orf64
C9orf66
C9orf84
C9orf92
CARD17
CARS
CASC1
CASC10
CASC4
CASTOR3
CBWD1
CBWD2
CBWD3
CBWD5
CBWD6
CCDC103
CCDC105
CCDC113
CCDC114
CCDC115
CCDC129
CCDC130
CCDC144B
CCDC151
CCDC153
CCDC155
CCDC168
CCDC173
CCDC189
CCDC36
CCDC58
CCDC65
CCDC84
CCDC94
CCDC96
CD3EAP
CDIPT-AS1
CDRT1
CENPBD1
CENPJ
CIR1
CLECL1
CLLU1OS
CNK3/IPCEF1
CNTD2
COL4A3BP
COLCA2
CRIPAK
CRYM-AS1
CTAGE5
CTGF
CXorf1
CXorf21
CXorf36
CXorf40A
CXorf40B
CXorf56
CXorf57
CXorf67
CYHR1
CYR61
DARS
DCDC5
DDX58
DIEXF
DIRC2
DOPEY1
DOPEY2
DPCR1
DUPD1
DUSP13
DUSP27
EFCAB1
EFCAB2
EIF2S3L
ELMSAN1
ELOA3B
ELOA3C
ELOA3D
EPRS
FADS2P1
FAM102A
FAM102B
FAM103A1
FAM104A
FAM104B
FAM105A
FAM106CP
FAM109A
FAM109B
FAM122A
FAM122B
FAM122C
FAM126A
FAM126B
FAM129A
FAM129B
FAM129C
FAM153C
FAM155A
FAM155B
FAM160A1
FAM160A2
FAM160B1
FAM160B2
FAM166A
FAM166B
FAM169B
FAM172A
FAM172BP
FAM173A
FAM173B
FAM183A
FAM183BP
FAM189A1
FAM189A2
FAM189B
FAM192A
FAM196A
FAM196B
FAM198A
FAM198B
FAM19A1
FAM19A2
FAM19A3
FAM19A4
FAM19A5
FAM205A
FAM205BP
FAM205C
FAM206A
FAM207A
FAM208A
FAM208B
FAM212A
FAM212B
FAM213A
FAM213B
FAM214A
FAM214B
FAM231A
FAM231BP
FAM231C
FAM231D
FAM25E
FAM35A
FAM45A
FAM45BP
FAM46A
FAM46B
FAM46C
FAM46D
FAM49A
FAM49B
FAM57A
FAM57B
FAM58BP
FAM69A
FAM69B
FAM69C
FAM71A
FAM71B
FAM71C
FAM71D
FAM71E1
FAM71E2
FAM71F1
FAM71F2
FAM84A
FAM84B
FAM86C1
FAM90A10P
FAM90A12P
FAM90A13P
FAM90A14P
FAM90A15P
FAM90A16P
FAM90A18P
FAM90A20P
FAM90A22P
FAM90A23P
FAM90A24P
FAM90A5P
FAM90A7P
FAM90A8P
FAM90A9P
FAM92A
FAM92B
FAM96A
FAM96B
FBXL21
FBXO18
FCGR1B
FGFR1OP
FLVCR1-AS1
FOPNL
FUK
FUT10
FUT11
G6PC
GAFA1
GARS
GAS8
GBA
GCNT2P
GCOM2
GDF5OS
GGT2
GGTA1P
GIF
GK3P
GOLGA6L3
GPR1
GPR182
GRASP
GVQW1
GVQW2
H1F0
H1FNT
H1FOO
H1FX
H1FX-AS1
H2AFB1
H2AFB3
H2AFJ
H2AFV
H2AFX
H2AFY
H2AFY2
H2AFZ
H2BFM
H2BFS
H2BFWT
H3F3B
H3F3C
HARS
HERV-K104
HERVK_113
HEXDC
HFE2
HHLA3
HILS1
HIST1H1A
HIST1H1B
HIST1H1C
HIST1H1D
HIST1H1E
HIST1H1T
HIST1H2AA
HIST1H2AB
HIST1H2AC
HIST1H2AD
HIST1H2AG
HIST1H2AH
HIST1H2AJ
HIST1H2BA
HIST1H2BB
HIST1H2BC
HIST1H2BD
HIST1H2BH
HIST1H2BJ
HIST1H2BK
HIST1H2BL
HIST1H2BM
HIST1H2BN
HIST1H2BO
HIST1H3F
HIST1H4G
HIST2H2AA3
HIST2H2AB
HIST2H2AC
HIST2H2BC
HIST2H2BD
HIST2H2BE
HIST2H2BF
HIST2H3D
HIST2H4A
HIST3H2A
HIST3H2BB
HIST3H3
HKR1
HRASLS
HRASLS2
HRASLS5
HSMCR30
HSPB11
HYPM
IARS
IBA57-AS1
ICK
ILVBL
IMPAD1
IQCA1
IQCA1L
IQCD
IQCG
ISPD
KARS
KCNE1B
KDELC1
KDELC2
KIAA0100
KIAA0141
KIAA0355
KIAA0391
KIAA0556
KIAA0754
KIAA0895
KIAA0895L
KIAA1024
KIAA1024L
KIAA1107
KIAA1109
KIAA1147
KIAA1211
KIAA1211L
KIAA1257
KIAA1324
KIAA1324L
KIAA1468
KIAA1522
KIAA1551
KIAA1841
KIAA2026
KIF1BP
L1RE1
LARS
LCA10
LEXM
LINC00032
LINC00167
LINC00271
LINC00337
LINC00346
LINC00476
LINC00483
LINC00527
LINC00643
LINC00694
LINC00846
LINC01006
LOR
LRMP
LRRC29
LRRC6
LRRC75A-AS1
MAATS1
MAGEA5
MARS
METTL11B
METTL7A
METTL7B
MFSD14C
MGEA5
MICALCL
MINOS1
MIR1-1HG-AS1
MKL1
MKL2
MPP5
MPP6
MRPS36
MRVI1
MSL3P1
MTSS1L
MUM1
MUM1L1
MUT
MYLPF
N6AMT1
NACAP1
NAP1L6
NARFL
NARS
NAT6
NBPF7
NCBP2-AS2
NEPRO
NOTCH2NL
NOV
NPCDR1
NPEPPSL1
NUPL2
OCLM
OCR1
ODF3
ODF3B
ODF3L1
ODF3L2
OR14L1P
OR1F12
OR2B8P
OR2I1P
OR2W5
OR52P1P
OR52Z1
OR56B2P
OR5R1
OR8G3P
ORAOV1
OVOS1
PALM2
PALM2-AKAP2
PAPD4
PAPD5
PAPD7
PDZD3
PHB
PIFO
PIH1D3
PLA2G16
PPP1R32
PPP5D1
PQLC1
PQLC2
PQLC2L
PQLC3
PRPF4B
PRR26
PRR31
PRSS42
PRSS44
PRSS45
PRSS47
QARS
RARRES3
RARS
RIG
RNF165
RNF219
RRNAD1
RSG1
SARS
SDCCAG3
SGK494
SKIV2L
SLC22A18
SLC22A18AS
SLC26A10
SLC35C2
SLC35E2
SLC9A3R1
SLC9A3R2
SMIM11A
SMIM11B
SMIM34A
SMIM37
SMIM4
SMIM6
SOGA1
SOGA3
SPATA48
SPATA5
SPATA5L1
SPERT
SPHAR
SSFA2
SSPO
SSSCA1
SSX6
SSX8
SSX9
ST5
STK19
TARS
TARSL2
TAZ
TBC1D29
TCP10
TCRA
TCRB
TCTE1
TCTE3
TCTEX1D1
TCTEX1D2
TCTEX1D4
TDGF1
TDGF1P3
TEPP
TEX33
TEX37
TEX43
TEX45
TEX49
THEG
THEGL
TIAF1
TLDC1
TMEM133
TMEM136
TMEM155
TMEM159
TMEM173
TMEM183B
TMEM189-UBE2V1
TMEM199
TMEM2
TMEM206
TMEM211
TMEM246
TMEM249
TMEM251
TMEM262
TMEM56
TMEM75
TMEM88B
TMEM8A
TMEM99
TP73-AS1
TRIM75P
TRMT12
TROVE2
TSTA3
TTC25
TTC26
TTC30A
TTC30B
TTC37
TTLL13P
TUSC5
TWISTNB
TXNRD3NB
UBE2Q2L
UHRF1BP1
UHRF1BP1L
USP41
VARS
VNN3
WARS
WASHC2D
WDR34
WDR60
WDR61
WDR63
WDR66
WDR78
WDR92
WDYHV1
WISP1
WISP2
WISP3
WRB
YAE1D1
YARS
ZADH2
ZBED6CL
ZBED8
ZBED9
ZCCHC11
ZCCHC23
ZCCHC6
ZNF56
ZNF705E
ZNF705F
ZNF720
ZNF73
ZNF788
ZNF806
ZNRD1
ZUFSP
